Name,Position,Height
Orlando_Hernandez,Starting_Pitcher,74
Dave_Williams,Starting_Pitcher,74
Oliver_Perez,Starting_Pitcher,72
John_Maine,Starting_Pitcher,76
Marcos_Carvajal,Relief_Pitcher,76
Ambiorix_Burgos,Relief_Pitcher,72
Jason_Vargas,Relief_Pitcher,72
Jon_Adkins,Relief_Pitcher,71
Juan_Padilla,Relief_Pitcher,72
Duaner_Sanchez,Relief_Pitcher,72
Pedro_Feliciano,Relief_Pitcher,70
Aaron_Heilman,Relief_Pitcher,77
Jorge_Sosa,Relief_Pitcher,74
Scott_Schoeneweis,Relief_Pitcher,72
Guillermo_Mota,Relief_Pitcher,76
Billy_Wagner,Relief_Pitcher,71
Philip_Humber,Relief_Pitcher,76
Brad_Ausmus,Catcher,71
Humberto_Quintero,Catcher,73
Hector_Gimenez,Catcher,70
Lance_Berkman,First_Baseman,73
Mike_Lamb,First_Baseman,73
Mark_Loretta,Second_Baseman,72
Craig_Biggio,Second_Baseman,71
Brooks_Conrad,Second_Baseman,71
Chris_Burke,Second_Baseman,71
Eric_Bruntlett,Second_Baseman,72
Adam_Everett,Shortstop,72
Morgan_Ensberg,Third_Baseman,74
Carlos_Lee,Outfielder,74
Jason_Lane,Outfielder,74
Orlando_Palmeiro,Outfielder,71
Luke_Scott,Outfielder,72
Charlton_Jimerson,Outfielder,75
Fernando_Nieve,Starting_Pitcher,72
Wandy_Rodriguez,Starting_Pitcher,71
Brandon_Backe,Starting_Pitcher,72
Matt_Albers,Starting_Pitcher,72
Woody_Williams,Starting_Pitcher,72
Roy_Oswalt,Starting_Pitcher,72
Jason_Jennings,Starting_Pitcher,74
Miguel_Asencio,Relief_Pitcher,74
Brad_Lidge,Relief_Pitcher,77
Trever_Miller,Relief_Pitcher,75
David_Borkowski,Relief_Pitcher,73
Dan_Wheeler,Relief_Pitcher,75
Paul_Estrada,Relief_Pitcher,73
Lincoln_Holdzkom,Relief_Pitcher,76
Chris_Sampson,Relief_Pitcher,72
Chad_Qualls,Relief_Pitcher,77
Ezequiel_Astacio,Relief_Pitcher,75
Mike_Lieberthal,Catcher,72
Russell_Martin,Catcher,71
Olmedo_Saenz,First_Baseman,71
James_Loney,First_Baseman,75
Nomar_Garciaparra,First_Baseman,72
Jeff_Kent,Second_Baseman,73
Ramon_Martinez,Second_Baseman,73
Marlon_Anderson,Second_Baseman,71
Rafael_Furcal,Shortstop,70
Wilson_Betemit,Third_Baseman,75
Andy_LaRoche,Third_Baseman,71
Matt_Kemp,Outfielder,76
Andre_Ethier,Outfielder,73
Delwyn_Young,Outfielder,68
Jason_Repko,Outfielder,71
Juan_Pierre,Outfielder,72
Luis_Gonzalez,Outfielder,74
Jason_Schmidt,Starting_Pitcher,77
Randy_Wolf,Starting_Pitcher,72
Brad_Penny,Starting_Pitcher,76
Derek_Lowe,Starting_Pitcher,78
Mark_Hendrickson,Starting_Pitcher,81
Chad_Billingsley,Starting_Pitcher,72
Takashi_Saito,Relief_Pitcher,73
Jonathan_Broxton,Relief_Pitcher,76
Hong-Chih_Kuo,Relief_Pitcher,72
Eric_Stults,Relief_Pitcher,72
Chin-Hui_Tsao,Relief_Pitcher,74
Tim_Hamulack,Relief_Pitcher,76
Yhency_Brazoban,Relief_Pitcher,73
Brett_Tomko,Relief_Pitcher,76
Joe_Beimel,Relief_Pitcher,75
Elmer_Dessens,Relief_Pitcher,70
Ryan_Budde,Catcher,71
Rod_Barajas,Catcher,74
Carlos_Ruiz,Catcher,72
Chris_Coste,Catcher,73
Ryan_Howard,First_Baseman,76
Wes_Helms,First_Baseman,76
Chase_Utley,Second_Baseman,73
Danny_Sandoval,Second_Baseman,71
Jimmy_Rollins,Shortstop,68
Abraham_Nu?ez,Third_Baseman,71
Michael_Bourn,Outfielder,71
Chris_Roberson,Outfielder,74
Jayson_Werth,Outfielder,77
Shane_Victorino,Outfielder,69
Aaron_Rowand,Outfielder,72
Pat_Burrell,Outfielder,76
Greg_Dobbs,Designated_Hitter,73
Cole_Hamels,Starting_Pitcher,75
Alfredo_Simon,Starting_Pitcher,76
Scott_Mathieson,Starting_Pitcher,75
Freddy_Garcia,Starting_Pitcher,76
Jamie_Moyer,Starting_Pitcher,72
Jon_Lieber,Starting_Pitcher,74
Brett_Myers,Starting_Pitcher,76
Adam_Eaton,Starting_Pitcher,74
Geoff_Geary,Relief_Pitcher,72
Clay_Condrey,Relief_Pitcher,75
Ryan_Madson,Relief_Pitcher,78
Antonio_Alfonseca,Relief_Pitcher,77
Tom_Gordon,Relief_Pitcher,70
Brian_Sanches,Relief_Pitcher,72
Jim_Ed_Warden,Relief_Pitcher,79
Anderson_Garcia,Relief_Pitcher,74
Eude_Brito,Relief_Pitcher,71
Fabio_Castro,Relief_Pitcher,68
Matt_Smith,Relief_Pitcher,77
Damian_Miller,Catcher,75
Johnny_Estrada,Catcher,71
Mike_Rivera,Catcher,72
J.D._Closser,Catcher,70
Prince_Fielder,First_Baseman,72
Rickie_Weeks,Second_Baseman,72
Tony_Graffanino,Second_Baseman,73
Craig_Counsell,Shortstop,72
J.J._Hardy,Shortstop,74
Bill_Hall,Shortstop,72
Vinny_Rottino,Third_Baseman,72
Corey_Koskie,Third_Baseman,75
Kevin_Mench,Outfielder,72
Geoff_Jenkins,Outfielder,73
Brady_Clark,Outfielder,74
Tony_Gwynn_Jr.,Outfielder,72
Corey_Hart,Outfielder,78
Gabe_Gross,Outfielder,75
Laynce_Nix,Outfielder,72
Drew_Anderson,Outfielder,74
Claudio_Vargas,Starting_Pitcher,75
Chris_Capuano,Starting_Pitcher,75
Ben_Hendrickson,Starting_Pitcher,76
Dave_Bush,Starting_Pitcher,74
Carlos_Villanueva,Starting_Pitcher,74
Ben_Sheets,Starting_Pitcher,73
Jeff_Suppan,Starting_Pitcher,74
Brian_Shouse,Relief_Pitcher,71
Francisco_Cordero,Relief_Pitcher,74
Derrick_Turnbow,Relief_Pitcher,75
Matt_Wise,Relief_Pitcher,76
Grant_Balfour,Relief_Pitcher,74
Dennis_Sarfate,Relief_Pitcher,76
Jose_Capellan,Relief_Pitcher,76
Greg_Aquino,Relief_Pitcher,73
Josh_Bard,Catcher,75
Rob_Bowen,Catcher,75
Adrian_Gonzalez,First_Baseman,74
Marcus_Giles,Second_Baseman,68
Todd_Walker,Second_Baseman,72
Geoff_Blum,Shortstop,75
Khalil_Greene,Shortstop,71
Paul_McAnulty,Outfielder,70
Terrmel_Sledge,Outfielder,72
Jack_Cust,Outfielder,73
Jose_Cruz_Jr.,Outfielder,72
Russell_Branyan,Outfielder,75
Mike_Cameron,Outfielder,74
Brian_Giles,Outfielder,70
Kevin_Kouzmanoff,Designated_Hitter,73
Mike_Thompson,Starting_Pitcher,76
Clay_Hensley,Starting_Pitcher,71
Chris_Young,Starting_Pitcher,82
Greg_Maddux,Starting_Pitcher,72
Jake_Peavy,Starting_Pitcher,73
Scott_Cassidy,Relief_Pitcher,74
Scott_Strickland,Relief_Pitcher,71
Scott_Linebrink,Relief_Pitcher,75
Doug_Brocail,Relief_Pitcher,77
Trevor_Hoffman,Relief_Pitcher,72
Heath_Bell,Relief_Pitcher,74
Royce_Ring,Relief_Pitcher,72
Cla_Meredith,Relief_Pitcher,73
Andrew_Brown,Relief_Pitcher,78
Mike_Adams,Relief_Pitcher,77
Justin_Hampson,Relief_Pitcher,73
Kevin_Cameron,Relief_Pitcher,73
Ryan_Ketchner,Relief_Pitcher,73
Brian_Schneider,Catcher,73
Jesus_Flores,Catcher,73
Larry_Broadway,First_Baseman,76
Nick_Johnson,First_Baseman,75
Bernie_Castro,Second_Baseman,70
Josh_Wilson,Shortstop,73
Cristian_Guzman,Shortstop,72
Felipe_Lopez,Shortstop,73
Ryan_Zimmerman,Third_Baseman,75
Nook_Logan,Outfielder,74
Ryan_Church,Outfielder,73
Kory_Casto,Outfielder,73
Mike_Restovich,Outfielder,76
Alex_Escobar,Outfielder,73
Austin_Kearns,Outfielder,75
Chris_Snelling,Outfielder,70
Billy_Traber,Starting_Pitcher,77
Tim_Redding,Starting_Pitcher,72
John_Patterson,Starting_Pitcher,77
Shawn_Hill,Starting_Pitcher,74
Joel_Hanrahan,Starting_Pitcher,75
Mike_O'Connor,Starting_Pitcher,75
Emiliano_Fruto,Relief_Pitcher,75
Chris_Schroder,Relief_Pitcher,75
Brett_Campbell,Relief_Pitcher,72
Beltran_Perez,Relief_Pitcher,74
Levale_Speigner,Relief_Pitcher,71
Jason_Bergmann,Relief_Pitcher,76
Saul_Rivera,Relief_Pitcher,71
Chris_Booker,Relief_Pitcher,75
Micah_Bowie,Relief_Pitcher,76
Jon_Rauch,Relief_Pitcher,83
Jerome_Williams,Relief_Pitcher,75
Luis_Ayala,Relief_Pitcher,74
Ryan_Wagner,Relief_Pitcher,76
Chad_Cordero,Relief_Pitcher,72
Humberto_Cota,Catcher,72
Ronny_Paulino,Catcher,75
Adam_LaRoche,First_Baseman,75
Ryan_Doumit,First_Baseman,72
Brad_Eldred,First_Baseman,77
Jose_Castillo,Second_Baseman,73
Jack_Wilson,Shortstop,72
Freddy_Sanchez,Third_Baseman,70
Jason_Bay,Outfielder,74
Jose_Bautista,Outfielder,72
Xavier_Nady,Outfielder,74
Jody_Gerut,Outfielder,72
Nate_McLouth,Outfielder,71
Chris_Duffy,Outfielder,70
Rajai_Davis,Outfielder,71
Shane_Youman,Starting_Pitcher,76
Yoslan_Herrera,Starting_Pitcher,74
Josh_Shortslef,Starting_Pitcher,76
Zach_Duke,Starting_Pitcher,74
Paul_Maholm,Starting_Pitcher,74
Tom_Gorzelanny,Starting_Pitcher,74
Shawn_Chacon,Starting_Pitcher,75
Tony_Armas_Jr.,Starting_Pitcher,75
Ian_Snell,Starting_Pitcher,71
Sean_Burnett,Starting_Pitcher,71
John_Grabow,Relief_Pitcher,74
Marty_McLeary,Relief_Pitcher,77
Salomon_Torres,Relief_Pitcher,71
Damaso_Marte,Relief_Pitcher,74
Matt_Capps,Relief_Pitcher,75
Josh_Sharpless,Relief_Pitcher,77
Bryan_Bullington,Relief_Pitcher,76
Jonah_Bayliss,Relief_Pitcher,74
Brian_Rogers,Relief_Pitcher,76
Juan_Perez,Relief_Pitcher,72
Bengie_Molina,Catcher,71
Eliezer_Alfonzo,Catcher,72
Lance_Niekro,First_Baseman,75
Mark_Sweeney,First_Baseman,73
Ray_Durham,Second_Baseman,68
Kevin_Frandsen,Second_Baseman,72
Omar_Vizquel,Shortstop,69
Rich_Aurilia,Third_Baseman,73
Pedro_Feliz,Third_Baseman,73
Todd_Linden,Outfielder,75
Dave_Roberts,Outfielder,70
Jason_Ellison,Outfielder,70
Randy_Winn,Outfielder,74
Ryan_Klesko,Outfielder,75
Barry_Bonds,Outfielder,74
Fred_Lewis,Outfielder,74
Kelyn_Acosta,Starting_Pitcher,73
Jonathan_Sanchez,Starting_Pitcher,74
Matt_Cain,Starting_Pitcher,75
Matt_Morris,Starting_Pitcher,77
Russ_Ortiz,Starting_Pitcher,73
Noah_Lowry,Starting_Pitcher,74
Barry_Zito,Starting_Pitcher,76
Vinnie_Chulk,Relief_Pitcher,74
Kevin_Correia,Relief_Pitcher,75
Steve_Kline,Relief_Pitcher,73
Armando_Benitez,Relief_Pitcher,76
Scott_Munter,Relief_Pitcher,78
Jack_Taschner,Relief_Pitcher,75
Brian_Wilson,Relief_Pitcher,73
Merkin_Valdez,Relief_Pitcher,77
Brad_Hennessey,Relief_Pitcher,74
Billy_Sadler,Relief_Pitcher,72
Pat_Misch,Relief_Pitcher,74
Gary_Bennett,Catcher,72
Yadier_Molina,Catcher,71
John_Nelson,First_Baseman,73
Albert_Pujols,First_Baseman,75
Adam_Kennedy,Second_Baseman,73
Aaron_Miles,Second_Baseman,67
David_Eckstein,Shortstop,67
Scott_Rolen,Third_Baseman,76
Scott_Spiezio,Third_Baseman,74
Jim_Edmonds,Outfielder,73
So_Taguchi,Outfielder,70
Juan_Encarnacion,Outfielder,75
Skip_Schumaker,Outfielder,70
John_Rodriguez,Outfielder,72
Chris_Duncan,Outfielder,77
Adam_Wainwright,Starting_Pitcher,79
Mark_Mulder,Starting_Pitcher,78
Anthony_Reyes,Starting_Pitcher,74
Ryan_Franklin,Starting_Pitcher,75
Kip_Wells,Starting_Pitcher,75
Chris_Carpenter,Starting_Pitcher,78
Russ_Springer,Relief_Pitcher,76
Jason_Isringhausen,Relief_Pitcher,75
Ricardo_Rincon,Relief_Pitcher,69
Braden_Looper,Relief_Pitcher,75
Randy_Flores,Relief_Pitcher,72
Josh_Hancock,Relief_Pitcher,75
Brad_Thompson,Relief_Pitcher,73
Tyler_Johnson,Relief_Pitcher,74
Chris_Narveson,Relief_Pitcher,75
Randy_Keisler,Relief_Pitcher,75
Josh_Kinney,Relief_Pitcher,73
